en,fr
This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.,Ce Pokémon aime se lécher les paumes quand elles sont encore pleines de miel. Teddiursa concocte son propre miel en mélangeant les fruits et le pollen récolté par Dardargnan.
"In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.",On dit que les Ursaring trouvent leur nourriture dans les cours d’eau et les grands arbres des forêts où ils habitent. Ce Pokémon erre dans la forêt toute la journée pour chercher de la nourriture.
"Slugma does not have any blood in its body. Instead, intensely hot magma circulates throughout this Pokémon’s body, carrying essential nutrients and oxygen to its organs.","Les veines de Limagma ne contiennent pas de sang. Au lieu de ça, du magma en fusion circule dans le corps de ce Pokémon, apportant les nutriments et l’oxygène nécessaires à ses organes."
"Magcargo’s body temperature is approximately 18,000 degrees Fahrenheit. Water is vaporized on contact. If this Pokémon is caught in the rain, the raindrops instantly turn into steam, cloaking the area in a thick fog.","La température de Volcaropod est d’environ 10 000 °C. L’eau s’évapore à son contact. Si ce Pokémon se retrouve sous la pluie, les gouttes d’eau forment de la vapeur et couvrent la zone de brouillard."
Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.,Marcacrin cherche sa nourriture en frottant son groin par terre. Son plat préféré est un champignon qui pousse sous l’herbe fanée. Ce Pokémon découvre parfois des sources d’eau chaude.
Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.,Cochignon est recouvert de longs poils épais qui lui permettent de supporter le froid hivernal. Ce Pokémon utilise ses défenses pour déterrer la nourriture cachée sous la glace.
"The pink of Corsola that live in Alola is deep and vibrant, thanks to seas filled with nutrition.",Les nutriments présents dans les eaux riches d’Alola ont donné à Corayon cette couleur rose si vive et chatoyante.
"This Pokémon clings to Mantine and shares in its prosperity. When its Mantine is attacked, Remoraid will fight alongside it!","Il se colle à un Démanta et se nourrit de ses restes. Si le Démanta se fait attaquer, il l’accompagne au combat."
"The ink it spits when escaping is special. It contains a substance that dulls the sense of smell, so Pokémon with keen noses get lost.","Il projette une encre spéciale quand il s’enfuit. Celle-ci perturbe l’odorat des Pokémon, même de ceux dotés d’un bon flair."
"It shares its food with people who are stranded. Because Delibird is omnivorous, sometimes it gives those people bug Pokémon.","Il partage sa nourriture avec les personnes en difficulté mais, étant omnivore, il peut lui arriver de leur offrir des Pokémon Insecte."
Postcards and posters featuring Mantine leaping elegantly above the waves are popular souvenirs of Alola.,Une carte postale ou un poster d’un Démanta planant gracieusement au-dessus des vagues est un souvenir typique d’Alola.
The wing feathers it sheds can be processed and made into knives whose sharpness is recognized by the finest chefs.,Les couteaux fabriqués à partir des plumes de ce Pokémon sont appréciés des plus grands chefs cuisiniers pour leur tranchant acéré.
"It cooperates with others skillfully. When it becomes your partner, it’s very loyal to you as its Trainer and will obey your orders.",Ce Pokémon est doué pour le travail en équipe. C’est un compagnon fidèle qui écoute les ordres de son Dresseur sans sourciller.
They spew flames mixed with poison to finish off their opponents. They divvy up their prey evenly among the members of their pack.,"Il crache des flammes empoisonnées pour achever ses proies, qu’il partage avec les autres membres de sa meute."
"Kingdra sleeps on the seafloor where it is otherwise devoid of life. When a storm arrives, the Pokémon is said to awaken and wander about in search of prey.","Hyporoi dort au fond de l’océan, où aucune autre forme de vie ne réside. On raconte que lorsqu’une tempête survient, c’est que ce Pokémon s’éveille et erre dans les profondeurs en quête de proies."
"Phanpy uses its long nose to shower itself. When others gather around, they thoroughly douse each other with water. These Pokémon can be seen drying their soaking-wet bodies at the edge of water.","Phanpy utilise sa petite trompe pour se doucher. Quand plusieurs d’entre eux se réunissent, ils s’arrosent joyeusement. On peut souvent voir ces Pokémon se sécher au bord de l’eau."
"If Donphan were to tackle with its hard body, even a house could be destroyed. Using its massive strength, the Pokémon helps clear rock and mud slides that block mountain trails.","Si Donphan décidait de charger, il pourrait détruire une maison. Grâce à sa force étonnante, ce Pokémon peut aider à déplacer les rochers et les coulées de boue qui bloquent les chemins de montagne."
"AI has been installed in it. It learns various things all on its own, but it even remembers things it doesn’t need to know.","Grâce à son intelligence artificielle, il peut apprendre beaucoup de choses par lui-même, qu’elles soient utiles... ou un peu superflues."
"Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.",Les superbes bois de Cerfrousse étaient vendus très cher comme œuvres d’art. Ce Pokémon fut chassé et l’espèce proche de l’extinction à cause des gens qui recherchaient leurs précieux bois.
The fluid of Smeargle’s tail secretions changes in the intensity of its hue as the Pokémon’s emotions change.,La teinte du liquide qui coule de sa queue varie en fonction de son humeur.
"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.","Debugant devient nerveux s’il ne s’entraîne pas tous les jours. Lorsqu’un Dresseur élève ce Pokémon, il doit établir et appliquer un programme d’entraînement très complet."
"Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.","Kapoera tournoie à toute vitesse sur sa tête, tout en donnant des coups de pied. Cette technique combine des attaques offensives et défensives. Ce Pokémon se déplace plus vite sur la tête qu’en marchant."
"When it examines things, before touching them with its hands, it makes lip contact and then diligently licks all the dirt off its lips.","Avant même de toucher de ses mains un objet qui l’intéresse, il le tâte de ses lèvres. S’il est sale, il le lèche au passage pour le nettoyer."
"When it hears the crash of thunder, Elekid’s mood improves. It can be useful to record that sound and play it when Elekid’s feeling down.","Il adore le bruit de la foudre. Si vous l’enregistrez, vous pouvez le lui diffuser à loisir pour le mettre de bonne humeur."
"When flames drip from its nose, that means it has a cold. Have it lie down for a nice rest in some magma.","Lorsque de petites flammes s’échappent de son nez, c’est qu’il est enrhumé. Le meilleur remède est encore de lui donner un bain de lave."
"It produces over five gallons of milk a day. The higher the quality of the pastures it lives in, the richer and tastier its milk becomes.",Les 20 litres de lait qu’il produit chaque jour gagneront en saveur et en caractère s’il vit dans un pâturage de bonne qualité.
Their eggs are such a delicacy that some say eating one will bring you happiness. These eggs fetch the highest prices on the market.,"Ses œufs sont si bons qu’il suffirait d’en manger un pour trouver le bonheur. Au marché, c’est le produit qui se vend le plus cher."
Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,Raikou incarne la vitesse de l’éclair. Les rugissements de ce Pokémon libèrent des ondes de choc provenant du ciel et frappant le sol avec la puissance de la foudre.
Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,Entei incarne la colère du magma. On pense que ce Pokémon est né suite à l’éruption d’un volcan. Il peut envoyer d’énormes jets de flammes qui calcinent tout ce qu’ils touchent.
Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,Suicune incarne la tranquillité d’une source d’eau pure. Il parcourt les plaines avec grâce. Ce Pokémon a le pouvoir de purifier l’eau.
"Born underground, it eats its way through dirt to the surface, where its parents are. It doesn’t deal well with the bright light it finds there.","Il naît sous terre et doit se frayer un chemin à coups de mâchoire pour rejoindre ses parents à la surface. Il déteste la lumière, qui l’éblouit."
"This troublesome Pokémon can’t wait to evolve, so it relieves its stress by wildly propelling itself around using compressed gas.","Impatient d’évoluer, il évacue son stress en libérant des gaz sous haute pression qui le font bondir dans tous les sens. Une vraie plaie!"
"It wanders through the mountains seeking opponents to fight. If it finds an opponent that’s not worthy, Tyranitar ignores it and wanders on.","Il parcourt les montagnes à la recherche d’un adversaire. Si ce dernier n’est pas à la hauteur, il préfère l’ignorer et s’en aller."
"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.","Les ailes de Lugia renferment une puissance dévastatrice. Un simple battement de ses ailes peut détruire de petites maisons. Du coup, ce Pokémon a choisi de vivre loin de tout, dans les profondeurs océaniques."
Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,Les plumes de Ho-Oh brillent de sept couleurs selon l’orientation de son corps par rapport à la lumière. On raconte que ces plumes portent bonheur. On dit aussi que ce Pokémon vit au pied d’un arc-en-ciel.
"This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.","Ce Pokémon est venu du futur en voyageant dans le temps. On raconte que quand Celebi apparaît, cela signifie que le futur sera bon et agréable."
"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.","Arcko est cool, calme et serein. Il ne panique jamais, quelle que soit la situation. Quand un ennemi plus gros que lui lui lance un regard de défi, ce Pokémon reste stoïque et ne cède pas un centimètre de terrain."
"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.","Ce Pokémon vole de branche en branche avec brio. En forêt, aucun Pokémon, même le plus rapide, ne peut espérer attraper un Massko qui s’enfuit."
Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokémon raises the trees in a forest with loving care.,Jungko a des graines qui lui poussent sur le dos. On dit qu’elles regorgent de nutriments qui revitalisent les arbres. Ce Pokémon s’occupe des forêts avec amour.
Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,"Poussifeu dispose d’un endroit dans son corps pour stocker sa flamme. Si on lui fait un gros câlin, sa flamme s’illumine chaleureusement. Ce Pokémon est couvert d’un duvet très doux."
Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,Galifeu combat grâce aux flammes ardentes qu’il crache de son bec et à ses coups de pied destructeurs. Le cri de ce Pokémon est très puissant et très gênant pour l’adversaire.
Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokémon’s blazing punches leave its foes scorched and blackened.,Braségali a des jambes incroyablement puissantes. Il peut sauter par-dessus un immeuble de trente étages. Les coups de poing enflammés de ce Pokémon peuvent carboniser ses ennemis.
"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.","Sous l’eau, Gobou peut respirer grâce aux branchies sur ses joues. S’il se retrouve en difficulté pendant un combat, ce Pokémon déchaîne ses pouvoirs incroyables. Il peut détruire des rochers plus gros que lui."
"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.","Flobio est bien plus rapide dans la boue que dans l’eau. L’arrière-train de ce Pokémon est particulièrement développé, ce qui lui donne la capacité de marcher sur ses pattes arrière."
"Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching, it piles up boulders to protect itself.","Laggron peut prédire l’arrivée des tempêtes en utilisant ses nageoires pour sentir les variations dans les vagues et les marées. Si une tempête s’approche, il empile des rochers pour protéger son habitat."
Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokémon tries to intimidate its foes by making the hair on its tail bristle out.,"Medhyèna est omnivore. Il mange de tout. Ses crocs sont très gros, comparés à son corps. Ce Pokémon essaie d’intimider ses ennemis en hérissant les poils de sa queue."
Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokémon to obey only those Trainers that it recognizes to possess superior skill.,Les Grahyèna vivent et se déplacent en meute. Leurs réminiscences de la vie sauvage les poussent à n’obéir qu’aux Dresseurs qu’ils considèrent comme réellement talentueux.
The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.,Les poils sur le dos de Zigzaton sont durs. Il frotte son dos contre les arbres pour marquer son territoire. Ce Pokémon fait parfois le mort pour tromper ses ennemis au combat.
"When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.","Lorsqu’il chasse, Linéon fonce toujours tout droit sur sa proie à pleine vitesse. Bien que ce Pokémon puisse atteindre 100 km/h, il doit s’arrêter en catastrophe avant de pouvoir tourner."
Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,Chenipotte est la proie de Hélédelle. Ce Pokémon essaie de résister en dirigeant les pointes de son dos vers le prédateur. Il affaiblit son ennemi en lui injectant du poison.
"Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.",On pensait qu’Armulys pouvait résister à la faim et ne consommait rien avant son évolution. On sait maintenant que ce Pokémon étanche sa soif en récupérant l’eau de pluie déposée sur sa soie.
"Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.","Charmillon a une longue trompe en spirale, particulièrement pratique pour récupérer le pollen des fleurs. Ce Pokémon se laisse porter par les vents printaniers pendant qu’il butine."
"If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.","Lorsqu’il est attaqué, Blindalys reste immobile, même s’il a très mal. En effet, s’il bougeait, son corps serait affaibli lors de son évolution. En revanche, ce Pokémon n’oubliera pas la douleur endurée."
"When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.","Lorsque Papinox bat des ailes, une légère poussière se répand. Cette poussière est en fait un puissant poison capable de mettre au tapis un boxeur professionnel. Ce Pokémon cherche sa nourriture avec ses antennes, comme un radar."
"Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.","On raconte que jadis, Nénupiot vivait sur terre. Mais on pense que ce Pokémon est retourné dans l’eau car la feuille sur sa tête était devenue trop grande et trop lourde. Maintenant, il vit en flottant à la surface de l’eau."
"Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.",Le corps de Lombre tout entier est recouvert d’un voile visqueux et glissant. Toucher ce Pokémon est extrêmement déplaisant. On croit souvent à tort que Lombre est un enfant.
"Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.","Lorsque Ludicolo entend un rythme entraînant et joyeux, les cellules de son corps s’activent énergiquement. Même pendant les combats, ce Pokémon montre énormément d’énergie."
Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,Grainipiot ressemble à s’y méprendre à un gland quand il s’accroche à une branche. Il effraie les autres Pokémon quand il se met à bouger. Ce Pokémon se lustre le corps une fois par jour avec des feuilles.
This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,Ce Pokémon se sert de la feuille sur sa tête pour jouer de la flûte. Le son de la flûte de Pifeuil effraie et décontenance les gens perdus en forêt.
Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,Les grands éventails de Tengalice peuvent déclencher des bourrasques de vent allant jusqu’à 30 m/s. Le vent déchaîné peut tout envoyer balader. Ce Pokémon a choisi de vivre tranquillement dans la forêt.
"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.","Nirondelle est jeune. Il vient de quitter son nid. Du coup, il se sent parfois un peu seul et pleure la nuit. Ce Pokémon se nourrit des Chenipotte qu’il trouve dans les forêts."
"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.","Hélédelle fait attention à bien entretenir ses ailes brillantes. Lorsque deux Hélédelle se rencontrent, ils se nettoient mutuellement les ailes avec attention."
"With its long, thin wings, it catches updrafts and flies like a glider high up into the sky.","Grâce à ses ailes longues et fines, il se laisse porter par les courants ascendants pour planer jusqu’au firmament."
It places small Pokémon into its spacious beak and carries them around. No one knows where it’s taking them.,"Il se sert de son énorme bec pour transporter de petits Pokémon, mais nul ne sait où il les emporte..."
"Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.","Tarsal a le pouvoir de ressentir les émotions des gens. Si son Dresseur est d’humeur joyeuse, ce Pokémon devient lui aussi gai et enjoué."
"Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.","Kirlia utilise ses cornes pour amplifier ses pouvoirs télékinétiques. Lorsque ce Pokémon utilise son pouvoir, l’air ambiant se déforme et crée des mirages de paysages qui n’existent pas."
Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,Gardevoir est doté d’un pouvoir télékinétique lui permettant de déformer les dimensions et de créer un petit trou noir. Ce Pokémon est prêt à risquer sa vie pour protéger son Dresseur.
"If it’s in a pinch, it will secrete a sweet liquid from the tip of its head. Syrup made from gathering that liquid is tasty on bread.","En cas de danger, il sécrète un liquide sucré du sommet de sa tête. Le sirop fabriqué à partir de ce liquide est délicieux étalé sur du pain!"
"Masquerain intimidates enemies with the eyelike patterns of its eyespots. If that doesn’t work, it deftly makes its escape on its set of four wings.","Ses protubérances en forme d’yeux servent à intimider ses ennemis. Si cela ne marche pas, il utilise ses quatre ailes pour s’enfuir."
"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.","Lorsque Balignon sent un danger, il secoue son corps et répand ses spores du haut de sa tête. Les spores de ce Pokémon sont si toxiques qu’elles font dépérir les arbres et les herbes."
The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,Les graines autour de la queue de Chapignon sont des spores toxiques. Elles sont totalement immangeables. Une simple bouchée d’une graine de ce Pokémon peut causer de grandes douleurs à l’estomac.
"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.","Le cœur de Parecool ne bat qu’une fois par minute. Quoi qu’il arrive, il se contente de s’avachir, immobile. Il est très rare de voir ce Pokémon se déplacer."
"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.","Vigoroth ne tient pas en place. Même quand il essaie de dormir, le sang dans ses veines s’agite, obligeant ce Pokémon à courir comme un fou dans la forêt pour s’épuiser afin de pouvoir se reposer."
"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",On trouve parfois des cercles de plus de 1 m de rayon totalement désherbés dans les plaines. Ils sont faits par les Monaflèmit qui passent leurs journées allongés à manger toute l’herbe à portée de main.
Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,Ningale vit sous terre. Il utilise ses griffes acérées pour creuser les racines des arbres et en absorber l’humidité et les nutriments. Ce Pokémon ne supporte pas la lumière du soleil.
"If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.","Si Ninjask n’est pas dressé correctement, il refuse d’obéir à son Dresseur et crie sans arrêt. C’est pourquoi on dit que ce Pokémon peut réellement mettre son Dresseur à l’épreuve."
Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,Munja est un étrange Pokémon. Il semble apparaître sans raison dans une Poké Ball après l’évolution d’un Ningale. Ce Pokémon bizarre est totalement immobile. Il ne respire même pas.
"Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.","Chuchmur est très timide. S’il commence à pleurer, il s’effraie tout seul et pleure de plus belle. Quand ce Pokémon finit enfin de pleurer, il s’endort, épuisé."
"Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.","Ramboum hurle en trépignant. Quand il a fini de hurler, ce Pokémon reste incapable d’entendre le moindre son pendant un long moment. Il semble que ce soit son point faible."
Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokémon only raises its voice when it is in battle.,Brouhabam communique avec les autres en émettant un sifflement qui provient des tubes de son corps. Ce Pokémon n’élève la voix que pendant les combats.
It practices its slaps by repeatedly slapping tree trunks. It has been known to slap an Exeggutor and get flung away.,"Il s’entraîne en frappant les arbres de la paume de la main. Il peut arriver qu’il s’attaque à un pauvre Noadkoko, qui l’envoie alors valser."
"Although they enjoy comparing their strength, they’re also kind. They value etiquette, praising opponents they battle.","Bien qu’il aime les rapports de force, c’est aussi un cœur tendre qui sait respecter et féliciter ses adversaires pour leur combativité."
"Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail.","La grande queue d’Azurill est élastique. Elle lui permet de stocker les nutriments nécessaires à sa croissance. Parfois, on voit Azurill s’amuser à rebondir sur sa queue élastique."
"It moves less than an inch a year, but when it’s in a jam, it will spin and drill down into the ground in a split second.","Il ne se déplace que d’un centimètre par an, mais s’il se sent menacé, il virevolte et s’enfonce dans le sol en un instant."
"Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.","On sait que Skitty court souvent après sa queue. À l’état sauvage, ce Pokémon vit dans les cavités des arbres de la forêt. Il est tellement adorable qu’il a un grand succès comme animal de compagnie."
"Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.","Delcatty peut dormir n’importe où. Il n’a pas de nid permanent. Lorsque d’autres Pokémon lui cherchent des noises pendant son sommeil, il ne répond pas et se contente de partir dormir ailleurs."
It digs through the ground with its hard claws and crunches down gems with its thick pointy teeth. Carbink is its favorite food.,"Il creuse le sol de ses griffes acérées pour trouver des gemmes, qu’il croque comme s’il s’agissait de chips. Il raffole des Strassie."
"A cunning and terrifying Pokémon, its cuteness makes opponents let down their guard—and then it swallows them whole with its huge jaws.","Rusé et dangereux, ce Pokémon profite de son air candide pour tromper ses ennemis, et les gobe d’un trait dès qu’ils ont le dos tourné."
"Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon.","Galekid a un corps d’acier. En une seule charge, ce Pokémon peut démolir un camion poids lourd. Le camion détruit devient ensuite le repas de ce Pokémon."
"Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore.","Galegon se nourrit du fer contenu dans les rochers et dans l’eau. Il fait son nid sur les montagnes renfermant du minerai de fer. Du coup, il se confronte souvent aux humains travaillant dans les mines."
"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.","Galeking est attentif à son environnement. Si sa montagne est ravagée par un glissement de terrain ou un incendie, ce Pokémon laboure la terre, plante des arbres et restaure le paysage."
Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.,Méditikka intensifie son énergie intérieure grâce à la méditation. Il lui suffit d’une Baie par jour pour survivre. La diète fait partie de l’entraînement de ce Pokémon.
"Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.","Grâce au pouvoir de la méditation, Charmina a développé son sixième sens. Il peut utiliser des pouvoirs télékinétiques. On sait que ce Pokémon peut méditer pendant un mois sans manger."
"Friction between the air and its fur produces static electricity. When Electrike runs, it makes a crackling sound.",La friction de ses poils avec l’air génère de l’électricité statique quand il court et produit un son qui s’apparente à des crépitements.
Manectric can be found beneath unnatural thunderclouds. People say it can run at the same speed as lightning striking.,"Si un nuage orageux un peu louche apparaît dans le ciel, un Élecsprint se trouve sûrement en dessous. On le dit aussi rapide que l’éclair."
"When Plusle is cheering on its partner, it flashes with electric sparks from all over its body. If its partner loses, this Pokémon cries loudly.","Quand Posipi veut encourager son partenaire, des étincelles jaillissent un peu partout de son corps. Si son partenaire perd, ce Pokémon pleure à chaudes larmes."
"Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble, this Pokémon gives off increasing amounts of sparks.","Négapi adore encourager son partenaire pendant les combats. Des étincelles jaillissent alors de son corps. Lorsque son partenaire est en difficulté, le corps de ce Pokémon libère encore plus d’étincelles."
"Volbeat’s tail glows like a lightbulb. With other Volbeat, it uses its tail to draw geometric shapes in the night sky. This Pokémon loves the sweet aroma given off by Illumise.","La queue de Muciole éclaire comme une ampoule. Ensemble, les Muciole dessinent des figures géométriques dans la nuit étoilée. Ce Pokémon adore le parfum dégagé par Lumivole."
Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokémon is said to earn greater respect from its peers by composing more complex designs in the sky.,Lumivole dirige un vol de Muciole lumineux pour dessiner des figures dans la nuit étoilée. On raconte que ce Pokémon gagne le respect de ses pairs en composant des figures complexes dans le ciel.
"On extremely rare occasions, a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokémon’s head contain a vicious poison.","En de très rares occasions, on dit qu’un Rosélia peut apparaître en arborant des fleurs aux couleurs inhabituelles. Les épines sur la tête de ce Pokémon contiennent un dangereux poison."
Most of Gulpin’s body is made up of its stomach—its heart and brain are very small in comparison. This Pokémon’s stomach contains special enzymes that dissolve anything.,"Le corps de Gloupti n’est pratiquement qu’un gros estomac. En comparaison, son cœur et son cerveau sont tout petits. L’estomac de ce Pokémon contient des enzymes spéciales capables de tout dissoudre."
"Swalot has no teeth, so what it eats, it swallows whole, no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokémon’s mouth.","Avaltout n’a pas de dents, ce qui le force à tout avaler en une bouchée. Quand il bâille, sa bouche prend une taille impressionnante, et on pourrait y placer une roue de voiture."
"They’re such cowards that they won’t hunt alone. When five or so of them get together, they suddenly turn ferocious!","C’est un couard qui ne chasse jamais tout seul. Dès qu’il se retrouve dans un groupe de cinq, par contre, il devient on ne peut plus féroce!"
"People believe that carrying one of its discarded fangs will prevent mishaps at sea, so the fangs are made into accessories.","On fabrique des accessoires à partir de ses dents, car elles ont la réputation de protéger leurs porteurs des accidents en mer."
It swims along with its mouth open and swallows down seawater along with its food. It sprays excess water out of its nostrils.,"Pour se nourrir, il nage en gardant la bouche grande ouverte, et recrache l’eau dont il n’a pas besoin par son évent."
"They eat so many fish Pokémon that when Wailord become too numerous, fishermen have to chase them off.","Les Wailord se sont multipliés à force de se gaver de Pokémon poissons, tant et si bien que les pêcheurs doivent les renvoyer vers le large."
"Numel stores magma of almost 2,200 degrees Fahrenheit within its body. If it gets wet, the magma cools and hardens. In that event, the Pokémon’s body grows heavy and its movements become sluggish.","Chamallot stocke du magma à 1 200 °C dans son corps. Lorsqu’il est mouillé, le magma se refroidit et durcit. Le corps du Pokémon devient alors très lourd et ses mouvements très lents."
The humps on Camerupt’s back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.,Les bosses sur le dos de Camérupt sont apparues après une déformation de ses os. Elles crachent parfois du magma en fusion. Ce Pokémon entre apparemment en éruption lorsqu’il est énervé.
